o,d,dis
33,41,13595.78508
33,42,13615.43761
33,83,13854.06729
33,82,13980.32185
33,57,14209.63435
33,3,14598.42587
33,109,14934.13535
33,107,14954.36909
33,71,14954.47865
33,78,14962.80679
33,44,14988.56572
33,18,15045.38575
33,68,15097.34596
33,19,15127.34695
33,60,15171.19599
33,108,15237.70258
33,55,15329.24269
33,59,15473.69283
33,45,15487.77778
33,6,15500.44452
33,29,15842.57468
33,20,16045.84129
33,48,16119.36611
33,11,17141.04617
33,54,17356.93777
33,23,17400.5861
33,46,17727.68685
33,76,17765.43706
33,61,17895.16703
33,49,17903.83463
33,64,17986.31132
33,118,18119.25216
33,105,18129.21066
33,14,18220.14926
33,111,18640.03623
33,62,18942.47661
33,56,19010.97321
33,53,19213.10918
33,51,19286.29952
33,52,19344.58577
33,50,19621.25664
33,110,20053.671
33,8,20173.82126
33,4,20384.21678
33,13,21122.9918
33,24,21678.80187
33,21,23854.90331
33,22,23859.57622
33,26,23886.94887
33,25,24108.53182
33,7,24346.23542
33,63,24428.28517
33,27,26410.11593
34,34,0.0
34,1,2361.304749
34,86,2804.42372
34,87,3928.63327
34,80,4323.65032
34,12,4351.909426
34,89,4848.310192
34,90,4920.798793
34,69,5172.219553
34,38,5263.682524
34,81,5298.371126
34,36,5393.114638
34,33,5627.491844
34,35,6074.164845
34,9,6150.710214
34,113,6168.75204
34,115,6173.747389
34,10,6223.986715
34,114,6239.846381
34,117,6682.964687
34,43,7167.640886
34,97,7429.736542
34,40,7555.172097
34,79,7968.532843
34,67,8062.267395
34,2,8315.298665
34,37,8367.223074
34,84,8508.962596
34,30,8678.349
34,39,8710.326679
34,116,8732.592227
34,31,8787.94775
34,41,9095.977389
34,42,9115.629923
34,112,9219.506317
34,83,9354.259603
34,85,9369.174045
34,82,9480.51416
34,72,9644.851266
34,88,9695.922284
34,99,10063.81515
34,119,10134.08923
34,104,10215.83399
34,44,10488.75803
34,32,10496.91358
34,68,10540.89715
34,28,10599.37219
34,29,10741.57986
34,45,10987.97009
34,96,11022.37018
34,65,11144.97819
34,74,11219.45415
34,75,11248.77316
34,47,11810.04552
34,91,11826.51133
34,48,12200.47644
34,78,12415.5093
34,70,12432.78143
34,95,12460.72768
34,73,12499.69459
34,55,12647.66616
34,93,12744.87624
34,103,12802.37223
34,101,12946.85101
34,100,13040.68714
34,46,13227.87916
34,107,13272.89942
34,108,13322.4906
34,123,13519.09794
34,64,13567.50554
34,122,13593.58897
34,121,13604.25347
34,118,13619.44447
34,124,13627.27355
34,14,13720.34157
34,76,13841.86916
34,102,13856.59575
34,120,13947.29301
34,49,13982.04849
34,106,13997.32143
34,105,14181.7721
34,5,14971.03633
34,53,15033.96345
34,66,15060.07154
34,51,15132.56128
34,109,15142.93059
34,59,15145.43576
34,6,15172.18746
34,52,15190.84752
34,92,15295.78819
34,50,15442.19447
34,77,15581.64743
34,15,15716.75342
34,16,15780.41312
34,98,15845.04047
34,4,15884.40908
34,61,16308.51042
34,125,16414.72083
34,13,16623.18411
34,58,17159.14911
34,17,17467.31217
34,62,17569.12764
34,94,18895.03273
34,57,18981.06687
34,60,19046.71328
34,24,19473.00799
34,3,19924.52127
34,19,20013.6631
34,21,20031.05078
34,22,20035.72368
34,18,20232.39067
34,71,20280.57405
34,20,20700.72383
34,11,21818.48134
34,7,21890.85154
34,63,21972.90129
34,23,22036.83772
34,54,22543.94269
34,8,23195.72632
34,111,23317.47141
34,56,24337.06861
34,26,24802.72598
34,110,24949.95864
34,27,25059.15766
34,25,29119.22184
35,35,0.0
35,113,1088.089786
35,115,1093.085134
35,114,1440.832152
35,81,1855.640739
35,79,2133.322807
35,36,2643.313707
35,116,2889.537754
35,37,2912.861268
35,39,3267.615766
35,82,3501.744521
35,80,3693.983057
35,67,3920.105937
35,83,4461.219594
35,87,4646.481661
35,42,4699.849274
35,41,4719.501807
35,117,4732.170542
35,44,5076.824611
35,68,5214.258789
35,45,5545.25918
35,34,6074.164845
35,90,6205.465406
35,1,6277.390083
35,69,6456.886166
35,10,6634.012371
35,9,6707.288871
35,38,7231.791579
35,89,7237.13236
35,84,7280.456815
35,12,7452.160189
35,46,7773.517352
35,86,7844.527713
35,64,8113.143735
35,118,8165.082665
35,14,8265.979764
35,48,8370.121205
35,76,8425.346724
35,49,8602.783364
35,105,8759.034171
35,43,8962.894617
35,97,9473.172981
35,53,9579.601644
35,51,9678.199476
35,52,9736.48572
35,50,9987.832663
35,29,10085.22595
35,40,10121.05157
35,4,10370.55361
35,33,10573.97254
35,13,10636.05306
35,72,10836.31669
35,85,10988.5558
35,55,11009.43168
35,119,11249.1744
35,104,11341.00567
35,99,12531.43692
35,78,12656.49003
35,88,13003.35517
35,75,13007.33667
35,2,13216.40527
35,74,13326.7307
35,30,13689.47778
35,31,13799.07653
35,96,13933.93222
35,108,13937.32783
35,107,13963.83478
35,112,14230.6351
35,47,14337.83392
35,91,14738.07337
35,73,14891.22763
35,103,15230.7709
35,123,15297.74448
35,21,15327.83207
35,22,15332.50497
35,70,15344.34346
35,122,15372.2355
35,95,15372.28971
35,124,15377.71794
35,121,15382.90001
35,101,15415.49595
35,32,15447.71096
35,28,15512.11739
35,93,15656.43828
35,100,15682.22554
35,106,15747.45791
35,65,16057.72339
35,102,16268.22036
35,120,16358.91762
35,24,16651.99793
35,109,16890.95701
35,59,16893.46217
35,6,16920.21387
35,61,17146.91808
35,5,17560.97862
35,77,17993.27204
35,92,18609.54685
35,63,18627.21242
35,7,18709.26217
35,125,18826.34544
35,15,18841.22655
35,16,18904.88625
35,98,19052.0342
35,62,19309.65087
35,58,19437.73465
35,66,20067.61095
35,17,20147.82548
35,60,20881.8086
35,57,21392.69148
35,94,22208.79139
35,19,22603.60539
35,18,22912.90398
35,20,22928.27682
35,3,23238.27992
35,71,23594.3327
35,23,24074.07781
35,11,24172.52427
35,8,24943.75273
35,54,25224.456
35,27,25319.50626
35,111,25671.51433
35,26,26255.35647
35,110,27304.00157
35,56,27374.06768
35,25,31709.16413
36,36,0.0
36,81,1051.837483
36,114,1204.030506
36,113,1729.484866
36,115,1734.480215
36,117,2176.143626
36,80,2265.610354
36,35,2643.313707
36,79,2920.335345
36,87,3082.221205
36,37,3097.644638
36,39,3440.748244
36,116,3668.05361
36,90,3868.140466
36,41,3928.068134
36,42,3947.720668
36,10,4113.267909
36,69,4119.561226
36,83,4186.350348
36,9,4186.544409
36,82,4418.829514
36,84,4724.429899
36,38,4898.383527
36,89,4903.724308
36,44,5237.603539
36,34,5393.114638
36,45,5718.391658
36,1,6346.036816
36,43,6442.150155
36,67,6535.834854
36,12,6726.307261
36,97,6952.428519
36,48,7112.14927
36,68,7281.002387
36,86,7286.638383
36,40,7600.307109
36,46,7958.300722
36,72,8280.289774
36,64,8297.927105
36,118,8349.866035
36,85,8436.138105
36,14,8450.763134
36,55,8450.806081
36,76,8591.340243
36,119,8693.147481
36,49,8750.573799
36,104,8784.978758
36,105,8929.743484
36,53,9764.385014
36,51,9862.982845
36,33,9892.922329
36,52,9921.26909
36,99,10010.69246
36,78,10100.46311
36,50,10172.61603
36,75,10451.30976
36,4,10614.83065
36,74,10805.98623
36,108,11381.30092
36,107,11407.80787
36,96,11571.92315
36,13,11573.23543
36,88,11622.92531
36,47,11817.08946
36,29,12074.14314
36,73,12370.48317
36,91,12404.66532
36,2,12488.27541
36,103,12710.02643
36,123,12741.71756
36,122,12816.20859
36,124,12821.69102
36,121,12826.87309
36,101,12894.75149
36,70,13008.92273
36,95,13036.86898
36,100,13161.48108
36,106,13191.431
36,93,13321.01754
36,30,13698.31395
36,102,13747.47589
36,31,13807.9127
36,120,13838.17315
36,112,14239.47127
36,109,14334.93009
36,59,14337.43526
36,6,14364.18695
36,61,14588.29249
36,32,14766.66075
36,5,15040.23416
36,21,15304.66461
36,22,15309.33752
36,77,15472.52758
36,28,15582.67985
36,24,15715.5966
36,65,16128.28585
36,125,16305.60098
36,15,16320.48209
36,16,16384.14179
36,98,16531.28974
36,62,16753.62396
36,92,16873.34728
36,58,16881.70774
36,17,17627.08102
36,7,17721.14473
36,63,17803.19448
36,60,18325.78168
36,57,18871.94701
36,66,19669.51888
36,19,20082.86093
36,20,20372.2499
36,18,20392.15952
36,94,20392.34001
36,23,21518.0509
36,11,21616.49735
36,71,21777.88133
36,8,22387.72582
36,3,22510.15006
36,54,22703.71154
36,111,23115.48742
36,26,23994.72548
36,27,24048.84954
36,110,24747.97465
36,56,24853.32322
36,25,29188.41967
37,37,0.0
37,116,1170.912378
37,79,1449.140702
37,39,1721.681153
37,115,2579.935368
37,113,2584.930716
37,114,2622.790406
37,45,2671.041724
37,82,2733.265951
37,35,2912.861268
37,83,3012.012122
37,36,3097.644638
37,42,3250.641802
37,41,3270.294336
37,44,3520.72772
37,81,3536.066993
37,117,3764.253051
37,46,4860.656083
37,64,5200.282467
37,80,5221.344502
37,118,5252.221397
37,14,5353.118495
37,76,5551.165088
37,68,5595.438824
37,67,5598.187978
37,10,5815.756553
37,105,5884.816715
37,9,5889.033053
37,87,6037.955354
37,84,6396.119674
37,69,6434.594093
37,49,6568.885589
37,48,6617.970706
37,53,6666.740376
37,90,6686.014853
37,51,6765.338207
37,52,6823.624451
37,50,7074.971394
37,38,7137.578196
37,4,7517.18601
37,89,7855.697114
37,43,8120.912239
37,34,8367.223074
37,13,8604.324071
37,97,8631.190603
37,1,9025.023302
37,40,9302.795753
37,12,9700.415697
37,55,9740.466121
37,72,9951.979548
37,85,10107.82788
37,86,10260.74682
37,119,10364.83726
37,104,10456.66853
37,78,11599.26289
37,99,11689.45455
37,29,11763.30799
37,75,12122.99953
37,74,12484.74832
37,21,12747.50402
37,22,12752.17693
37,33,12867.03076
37,108,12912.96063
37,107,13079.49764
37,96,13250.68523
37,47,13495.85154
37,73,14049.24525
37,91,14201.38175
37,103,14388.78852
37,123,14413.40734
37,88,14471.64846
37,122,14487.89836
37,124,14493.3808
37,121,14498.56286
37,101,14573.51357
37,70,14711.41137
37,95,14739.35762
37,100,14840.24317
37,24,14855.33649
37,106,14863.12077
37,93,15023.50619
37,102,15426.23798
37,2,15462.38384
37,120,15516.93524
37,61,15790.79494
37,109,16006.61987
37,59,16009.12503
37,6,16035.87673
37,63,16048.29686
37,7,16130.34661
37,30,16444.88085
37,31,16554.4796
37,5,16718.99625
37,112,16986.03817
37,77,17151.28966
37,32,17740.76919
37,125,17984.36306
37,15,17999.24417
37,62,18027.58456
37,16,18062.90388
37,98,18210.05182
37,28,18259.75061
37,58,18553.39751
37,92,18670.06371
37,65,18805.35661
37,17,19305.8431
37,60,19997.47145
37,57,20550.7091
37,19,21761.62301
37,20,22043.93968
37,18,22070.9216
37,94,22189.05644
37,66,22643.62731
37,23,23189.74067
37,11,23288.18713
37,71,23502.52034
37,27,23522.39766
37,8,23973.02965
37,54,24382.47363
37,26,24467.20809
37,111,24787.17719
37,3,25384.75593
37,110,26419.66442
37,56,26532.0853
37,25,30867.18175
38,38,0.0
38,89,718.1189179
38,9,1248.545143
38,10,1321.821643
38,90,2043.95333
38,69,2295.37409
38,43,2503.749063
38,97,2769.275778
38,87,3013.138758
38,40,3059.674046
38,80,3785.235046
38,12,4203.053292
38,117,4257.011478
38,84,4412.465944
38,85,4695.709197
38,72,4736.244048
38,36,4898.383527
38,86,5112.017016
38,119,5159.188271
38,104,5240.933033
38,34,5263.682524
38,81,5639.46448
38,114,5792.508379
38,99,5802.131913
38,41,6285.244927
38,1,6298.71536
38,42,6304.897461
38,113,6317.962739
38,115,6322.958087
38,83,6543.52714
38,75,6587.945107
38,74,6622.833492
38,39,6846.363804
38,96,7057.878425
38,37,7137.578196
38,35,7231.791579
38,88,7437.319923
38,78,7440.608337
38,79,7513.175938
38,44,7606.216528
38,47,7621.032339
38,33,7640.789637
38,55,7688.453053
38,91,7956.828711
38,45,8127.762728
38,73,8174.426046
38,116,8260.894203
38,108,8347.589645
38,107,8374.096597
38,70,8468.289666
38,48,8478.576472
38,95,8496.235916
38,103,8513.969312
38,101,8698.694367
38,93,8780.38448
38,123,8886.472037
38,100,8947.317898
38,122,8960.963061
38,124,8966.445495
38,121,8971.627564
38,82,9011.670107
38,106,9336.493379
38,102,9551.418774
38,120,9642.116032
38,2,9846.347563
38,76,10124.64743
38,49,10263.045
38,64,10345.52169
38,109,10482.10254
38,59,10484.6077
38,105,10488.42103
38,6,10511.3594
38,5,10844.17704
38,46,10854.15076
38,67,10943.14962
38,77,11276.47046
38,53,11572.31955
38,61,11632.77007
38,51,11645.50989
38,52,11703.79613
38,30,11769.79709
38,118,11770.03209
38,14,11870.92919
38,68,11873.84298
38,31,11879.39584
38,50,11980.467
38,15,12106.3189
38,125,12109.54386
38,32,12154.67707
38,16,12169.97861
38,98,12317.12656
38,112,12330.78797
38,92,12425.51067
38,58,12852.28322
38,62,12905.23582
38,17,13412.91783
38,28,13875.4873
38,4,14034.99671
38,65,14421.09331
38,60,14472.95413
38,29,14483.84035
38,24,14513.79488
38,57,14675.88989
38,13,15122.13477
38,19,15886.8038
38,94,15944.5034
38,18,16177.99633
38,21,16214.11367
38,22,16218.78658
38,20,16395.54685
38,7,16915.95058
38,63,16998.00033
38,66,17134.82018
38,71,17330.04472
38,11,17513.30436
38,23,17665.22334
38,54,18489.54836
38,8,18534.89826
38,111,19012.29443
38,3,19140.2029
38,26,20141.89793
38,27,20395.26584
38,56,20639.16003
38,110,20644.78166
38,25,24992.36255
39,39,0.0
39,83,1293.535105
39,42,1532.164784
39,41,1551.817318
39,37,1721.681153
39,44,1826.324694
39,45,2294.759263
39,116,2883.417898
39,115,2925.355245
39,113,2930.350593
39,114,2968.213969
39,79,3166.224951
39,35,3267.615766
39,117,3415.387075
39,36,3440.748244
39,81,3885.358526
39,82,4445.771471
39,46,5020.256745
39,84,5060.379069
39,64,5068.743267
39,76,5174.846807
39,48,5177.173672
39,49,5360.947324
39,80,5502.625026
39,105,5508.534253
39,10,5524.542161
39,9,5597.818661
39,118,5642.485004
39,14,5743.382102
39,69,6143.379702
39,87,6319.235878
39,90,6394.800462
39,53,6535.201176
39,51,6633.799007
39,52,6692.085251
39,68,6743.505978
39,38,6846.363804
39,67,6891.778072
39,50,6943.432194
39,43,7005.85533
39,89,7564.482722
39,97,7729.298878
39,4,7907.449618
39,55,8220.706617
39,72,8594.893627
39,34,8710.326679
39,85,8750.741958
39,119,8978.216283
39,13,8994.587678
39,40,9002.459746
39,104,9099.582611
39,1,9394.441041
39,12,10043.5193
39,78,10079.50339
39,86,10603.85042
39,75,10729.29559
39,99,10805.03755
39,74,11327.12935
39,108,11393.20112
39,107,11685.7937
39,21,12085.99603
39,22,12090.66893
39,96,12362.82005
39,47,12598.07354
39,73,12940.54172
39,123,13019.7034
39,29,13056.89808
39,122,13094.19442
39,124,13099.67686
39,121,13104.85893
39,33,13210.13437
39,103,13328.09876
39,24,13422.22586
39,106,13469.41683
39,101,13512.82382
39,100,13827.39359
39,91,13905.05674
39,70,13990.57055
39,95,14018.5168
39,88,14178.76943
39,61,14271.03544
39,93,14302.66536
39,102,14365.54822
39,120,14456.24548
39,109,14612.91593
39,59,14615.42109
39,6,14642.17279
39,63,15385.37638
39,7,15467.42613
39,5,15658.30649
39,2,15805.48745
39,77,16035.87787
39,62,16507.82505
39,125,16595.03145
39,30,16814.29859
39,31,16923.89734
39,15,17112.65545
39,58,17159.69357
39,16,17176.31516
39,98,17323.4631
39,112,17355.4559
39,32,18083.87279
39,92,18373.7387
39,17,18419.25438
39,60,18603.76752
39,28,18629.16834
39,57,19161.37748
39,65,19174.77435
39,19,20587.40435
39,20,20650.23574
39,18,21062.7953
39,23,21796.03673
39,94,21892.73143
39,11,21894.48319
39,27,22098.24724
39,8,22539.91902
39,71,22615.93162
39,66,22986.73092
39,26,23034.09745
39,111,23393.47325
39,54,23495.88491
39,110,25025.96049
39,3,25088.43093
39,56,25645.49658
39,25,29479.14795
40,40,0.0
40,97,1385.342535
40,43,2482.101045
40,99,2751.796464
40,38,3059.674046
40,89,3201.281497
40,9,3413.7627
40,10,3487.0392
40,96,4108.703897
40,85,4405.976847
40,74,4420.869847
40,12,4526.968154
40,47,4567.668502
40,72,4681.654068
40,69,4815.179456
40,90,4959.661534
40,75,4969.691521
40,73,5121.062209
40,103,5460.605475
40,70,5519.115138
40,119,5522.957171
40,95,5547.061388
40,104,5589.706199
40,91,5598.702025
40,101,5645.330529
40,84,5695.26216
40,93,5831.209951
40,100,5902.585086
40,87,5930.090398
40,88,6060.902185
40,117,6117.867799
40,121,6431.681598
40,122,6442.346102
40,102,6498.054936
40,123,6516.837126
40,120,6588.752194
40,80,6675.011897
40,33,6696.896826
40,124,6837.132675
40,86,7221.423012
40,106,7236.97015
40,34,7555.172097
40,41,7568.253543
40,42,7587.906077
40,36,7600.307109
40,5,7790.813203
40,83,7826.535757
40,77,8223.106621
40,107,8303.218392
40,78,8311.656098
40,2,8469.929825
40,109,8507.037049
40,81,8529.19514
40,108,8586.55188
40,114,8681.768371
40,44,8889.012744
40,55,8935.587356
40,39,9002.459746
40,59,9007.684053
40,6,9034.435751
40,125,9056.180019
40,15,9061.586091
40,16,9125.245794
40,113,9207.222731
40,115,9212.218079
40,1,9216.672995
40,98,9272.393744
40,37,9302.795753
40,45,9410.558944
40,48,9722.242411
40,58,9798.919386
40,92,10040.84779
40,35,10121.05157
40,17,10368.18502
40,79,10398.07321
40,116,10473.70813
40,32,10778.25933
40,30,11242.84423
40,61,11338.51031
40,31,11352.44298
40,76,11368.31337
40,49,11506.71094
40,64,11589.18763
40,57,11622.52606
40,60,11668.0809
40,105,11732.08697
40,112,11801.3251
40,82,11896.56738
40,46,12136.94698
40,62,12593.87292
40,53,12815.98549
40,19,12833.43997
40,51,12889.17583
40,52,12947.46207
40,18,13133.26352
40,118,13206.35436
40,50,13224.13294
40,20,13342.18301
40,14,13396.25438
40,94,13580.74655
40,67,13861.10725
40,11,14459.94053
40,28,14460.07502
40,71,14564.86225
40,23,14676.608
40,68,14758.74025
40,65,14907.52604
40,24,15027.65117
40,54,15444.81554
40,4,15656.56766
40,66,15758.40244
40,111,15958.93059
40,8,16355.95386
40,13,16738.50469
40,3,16782.07621
40,29,17401.79798
40,21,17457.77961
40,22,17462.45252
40,110,17591.41783
40,56,17594.42722
40,7,17695.08472
40,63,17777.13447
40,26,18166.11532
40,27,20083.90294
40,25,21938.99871
41,41,0.0
41,42,19.65253389
41,83,258.2822132
41,44,1392.960152
41,39,1551.817318
41,45,1892.709695
41,117,2778.317537
41,37,3270.294336
41,84,3566.423887
41,36,3928.068134
41,114,4036.615808
41,48,4357.44841
41,81,4376.818312
41,115,4377.241286
41,113,4382.236634
41,116,4435.235217
41,46,4619.097731
41,64,4646.183232
41,79,4703.725917
41,35,4719.501807
41,76,4747.570978
41,49,4894.419799
41,105,5085.974219
41,10,5263.03678
41,9,5336.31328
41,43,5543.67773
41,118,5664.818609
41,80,5837.332438
41,14,5854.71862
41,69,5906.715743
41,82,5997.58879
41,53,6112.641141
41,90,6158.136502
41,51,6211.238973
41,97,6267.121278
41,52,6269.525217
41,38,6285.244927
41,50,6520.87216
41,87,6653.779406
41,55,6864.023743
41,89,7003.363845
41,72,7053.957394
41,85,7209.805725
41,119,7437.280049
41,104,7558.646378
41,40,7568.253543
41,4,8115.031907
41,68,8295.323296
41,67,8386.857513
41,78,8722.820516
41,34,9095.977389
41,75,9188.359359
41,13,9196.968938
41,99,9348.291242
41,74,9786.193119
41,108,10036.51825
41,1,10048.89957
41,107,10144.85747
41,12,10429.17001
41,96,10916.95346
41,86,10989.50113
41,47,11057.1373
41,73,11399.60549
41,123,11478.76716
41,122,11553.25819
41,124,11558.74062
41,121,11563.92269
41,21,11619.4685
41,22,11624.14141
41,103,11787.16253
41,106,11928.4806
41,101,11971.88758
41,100,12286.45736
41,70,12544.70396
41,95,12572.65021
41,91,12607.89541
41,102,12824.61199
41,93,12856.79877
41,120,12915.30925
41,61,12940.37468
41,24,12940.68528
41,109,13071.97969
41,59,13074.48486
41,6,13101.23656
41,88,13495.83499
41,33,13595.78508
41,5,14117.37026
41,77,14494.94164
41,29,14551.97752
41,63,14918.84886
41,7,15000.8986
41,125,15054.09521
41,62,15177.1643
41,58,15618.75734
41,15,15655.92207
41,16,15719.58177
41,98,15866.72972
41,2,15904.86263
41,17,16962.521
41,92,16969.95233
41,60,17062.83128
41,30,17401.1767
41,31,17510.77545
41,57,17620.44125
41,112,17942.33402
41,32,18213.19213
41,19,19046.46812
41,20,19109.29951
41,28,19285.5426
41,18,19521.85907
41,65,19831.1486
41,23,20255.1005
41,11,20353.54695
41,94,20557.25423
41,8,21124.77542
41,71,21159.19823
41,27,21608.1936
41,111,21852.53702
41,54,22039.15152
41,26,22544.04382
41,66,23193.33524
41,110,23485.02425
41,3,23791.2696
41,56,24188.7632
41,25,27938.21172
42,42,0.0
42,41,19.65253389
42,83,238.6296793
42,44,1373.307618
42,39,1532.164784
42,45,1873.057161
42,117,2797.970071
42,37,3250.641802
42,84,3586.076421
42,36,3947.720668
42,114,4056.268342
42,115,4357.588752
42,113,4362.5841
42,48,4377.100944
42,81,4396.470846
42,116,4415.582683
42,46,4599.445197
42,64,4626.530699
42,79,4684.073383
42,35,4699.849274
42,76,4727.918444
42,49,4874.767265
42,105,5066.321685
42,10,5282.689314
42,9,5355.965814
42,43,5563.330264
42,118,5645.166075
42,14,5835.066086
42,80,5856.984972
42,69,5926.368276
42,82,5977.936256
42,53,6092.988607
42,90,6177.789036
42,51,6191.586439
42,52,6249.872683
42,97,6286.773812
42,38,6304.897461
42,50,6501.219626
42,87,6673.43194
42,55,6883.676277
42,89,7023.016379
42,72,7073.609928
42,85,7229.458259
42,119,7456.932583
42,104,7578.298912
42,40,7587.906077
42,4,8095.379373
42,68,8275.670762
42,67,8367.204979
42,78,8742.47305
42,34,9115.629923
42,13,9177.316404
42,75,9208.011892
42,99,9367.943776
42,74,9805.845653
42,108,10056.17078
42,1,10068.5521
42,107,10164.51
42,12,10448.82255
42,96,10936.60599
42,86,11009.15367
42,47,11076.78984
42,73,11419.25802
42,123,11498.4197
42,122,11572.91072
42,124,11578.39316
42,121,11583.57523
42,21,11599.81597
42,22,11604.48887
42,103,11806.81506
42,106,11948.13313
42,101,11991.54012
42,100,12306.10989
42,70,12564.35649
42,95,12592.30274
42,91,12627.54795
42,102,12844.26453
42,93,12876.45131
42,24,12921.03275
42,120,12934.96178
42,61,12960.02722
42,109,13091.63223
42,59,13094.13739
42,6,13120.88909
42,88,13515.48752
42,33,13615.43761
42,5,14137.02279
42,77,14514.59417
42,29,14532.32499
42,63,14899.19632
42,7,14981.24607
42,125,15073.74775
42,62,15196.81683
42,58,15638.40987
42,15,15675.5746
42,16,15739.23431
42,98,15886.38226
42,2,15924.51516
42,17,16982.17353
42,92,16989.60486
42,60,17082.48382
42,30,17420.82924
42,31,17530.42799
42,57,17640.09378
42,112,17961.98655
42,32,18232.84466
42,19,19066.12065
42,20,19128.95204
42,28,19305.19513
42,18,19541.5116
42,65,19850.80114
42,23,20274.75303
42,11,20373.19949
42,94,20576.90677
42,8,21144.42795
42,71,21178.85077
42,27,21588.54107
42,111,21872.18955
42,54,22058.80406
42,26,22524.39128
42,66,23212.98777
42,110,23504.67679
42,3,23810.92213
42,56,24208.41573
42,25,27957.86425
43,43,0.0
43,97,1136.387431
43,40,2482.101045
43,38,2503.749063
43,85,2550.933405
43,89,2692.315922
43,72,2826.610626
43,9,2830.456116
43,10,2903.732616
43,84,3652.654313
43,69,3655.600365
43,119,3667.913729
43,104,3741.146592
43,90,3907.021125
43,99,4134.444626
43,117,4379.781076
43,75,4433.596291
43,74,4495.709655
43,87,5359.756711
43,80,5516.854943
43,41,5543.67773
43,42,5563.330264
43,47,5627.944107
43,96,5800.927357
43,83,5801.959943
43,12,5916.476171
43,73,6075.183776
43,78,6317.825211
43,103,6419.223004
43,36,6442.150155
43,107,6454.658785
43,55,6575.084864
43,101,6603.948059
43,123,6732.12322
43,108,6737.992273
43,122,6806.614244
43,124,6812.096679
43,121,6817.278748
43,86,6848.269968
43,44,6854.119439
43,100,6918.51783
43,39,7005.85533
43,34,7167.640886
43,106,7182.144563
43,48,7361.739919
43,81,7371.038186
43,45,7375.665639
43,102,7456.672466
43,70,7458.551463
43,95,7486.497713
43,91,7491.869311
43,114,7523.611417
43,120,7547.369724
43,93,7770.646276
43,113,8049.065777
43,115,8054.061125
43,37,8120.912239
43,109,8327.753722
43,59,8330.258888
43,6,8357.010585
43,88,8491.416111
43,1,8669.906663
43,5,8749.430733
43,35,8962.894617
43,76,9007.810874
43,33,9127.410752
43,49,9146.208444
43,77,9181.72415
43,64,9228.685134
43,79,9239.916256
43,116,9291.824617
43,105,9371.584475
43,61,9490.269777
43,125,10014.79755
43,46,10102.05367
43,53,10455.48299
43,15,10526.45223
43,51,10528.67333
43,52,10586.95958
43,16,10590.11194
43,98,10737.25988
43,82,10738.41042
43,62,10750.887
43,58,10757.53692
43,50,10863.63045
43,2,10900.44375
43,118,11171.46106
43,14,11361.36107
43,17,11631.27622
43,92,11840.48249
43,60,12318.60531
43,57,12581.14359
43,67,12855.41576
43,24,13179.09157
43,32,13208.77326
43,30,13506.05004
43,68,13591.28024
43,31,13615.64879
43,4,13621.67436
43,19,13792.0575
43,112,14067.04092
43,18,14153.91954
43,20,14300.80054
43,13,14703.61139
43,21,15097.27712
43,22,15101.95003
43,11,15418.55806
43,94,15427.7844
43,23,15510.87453
43,28,15611.74025
43,7,15793.16746
43,63,15875.21721
43,71,16029.72839
43,65,16157.34626
43,8,16380.54945
43,54,16698.60789
43,29,16838.97293
43,111,16917.54812
43,26,17987.54911
43,66,18188.91637
43,27,18240.91702
43,110,18550.03535
43,3,18675.2435
43,56,18848.21956
43,25,22897.61624
44,44,0.0
44,83,1134.677938
44,45,1314.414633
44,42,1373.307618
44,41,1392.960152
44,39,1826.324694
44,64,3267.899876
44,76,3369.287622
44,48,3378.647061
44,37,3520.72772
44,49,3554.920806
44,105,3707.690863
44,46,3839.500418
44,117,4169.210869
44,84,4292.659846
44,116,4681.411215
44,53,4734.357785
44,115,4734.56409
44,113,4739.559438
44,114,4777.422814
44,51,4832.955616
44,52,4891.241861
44,79,4964.218267
44,35,5076.824611
44,50,5142.588804
44,36,5237.603539
44,81,5682.213821
44,118,5864.255487
44,14,6054.155498
44,82,6243.764788
44,55,6404.016676
44,10,6653.930112
44,9,6727.206612
44,43,6854.119439
44,72,6917.931309
44,85,7073.77964
44,80,7228.22577
44,69,7297.609074
44,119,7299.948943
44,104,7422.620294
44,90,7549.029834
44,97,7577.562987
44,38,7606.216528
44,87,8044.672738
44,78,8262.813449
44,4,8314.468785
44,89,8324.335446
44,68,8541.499294
44,67,8702.961175
44,40,8889.012744
44,75,9051.028252
44,13,9396.405816
44,108,9576.51118
44,74,9650.167034
44,99,9875.568682
44,107,9937.641531
44,21,10281.05312
44,22,10285.72603
44,34,10488.75803
44,47,10921.11122
44,1,11205.62414
44,73,11263.57941
44,123,11341.43606
44,122,11415.92708
44,124,11421.40952
44,121,11426.59159
44,24,11617.28295
44,103,11651.13645
44,106,11791.14949
44,12,11809.26982
44,101,11835.8615
44,96,12104.22317
44,100,12150.43127
44,86,12382.28177
44,61,12454.3455
44,102,12688.58591
44,120,12779.28316
44,109,12902.75129
44,59,12904.27343
44,6,12931.02513
44,63,13580.43348
44,7,13662.48322
44,70,13865.46316
44,95,13893.40941
44,91,13928.65461
44,5,13981.34417
44,93,14177.55797
44,77,14357.61053
44,62,14691.13511
44,88,14816.80659
44,29,14868.08119
44,125,14916.76411
44,33,14988.56572
44,58,15481.42623
44,15,16617.14593
44,16,16680.80564
44,98,16830.61957
44,17,16863.18966
44,60,16893.60288
