o,d,dis
93,93,0.0
93,70,312.0948134
93,95,867.9160293
93,91,1774.466992
93,96,2911.487046
93,15,3534.906924
93,16,3598.566627
93,98,3745.714576
93,88,4128.172593
93,100,4428.654326
93,92,4492.96274
93,101,4753.604481
93,5,4818.096812
93,17,4842.192303
93,47,5293.733919
93,99,5328.147904
93,40,5831.209951
93,2,6087.648622
93,77,6224.058019
93,120,6249.507257
93,103,6263.467716
93,102,6340.204515
93,97,6658.812459
93,57,6814.816079
93,32,7045.03921
93,125,7175.585654
93,73,7390.28778
93,19,7568.210024
93,18,7607.270805
93,43,7770.646276
93,33,7814.572022
93,74,8013.582294
93,94,8034.928472
93,121,8586.099789
93,122,8596.764293
93,123,8671.255317
93,89,8707.040316
93,38,8780.38448
93,71,9038.183087
93,20,9038.515291
93,9,9134.473134
93,10,9207.749634
93,85,9312.6869
93,58,9351.906336
93,124,9420.167005
93,12,9449.451563
93,72,9588.364122
93,75,9601.080545
93,11,9691.898933
93,54,9918.822829
93,119,10429.66722
93,90,10468.60003
93,104,10496.41625
93,106,10502.95131
93,69,10535.88989
93,84,10983.80739
93,111,11190.889
93,3,11332.63621
93,117,11406.41303
93,87,11437.78546
93,56,12068.4345
93,23,12093.95732
93,60,12190.87098
93,80,12209.88175
93,86,12390.76225
93,110,12615.55605
93,109,12694.65105
93,34,12744.87624
93,41,12856.79877
93,42,12876.45131
93,107,12908.84509
93,66,12954.80625
93,83,13115.08099
93,78,13218.36615
93,59,13234.20853
93,6,13260.96023
93,36,13321.01754
93,108,13349.47377
93,30,13544.76883
93,31,13654.36758
93,55,13881.91704
93,81,14064.11118
93,44,14177.55797
93,114,14217.15508
93,39,14302.66536
93,48,14670.28474
93,45,14699.10417
93,1,14723.36206
93,113,14742.60944
93,115,14747.60479
93,112,14841.7453
93,37,15023.50619
93,61,15655.68273
93,35,15656.43828
93,79,15937.82264
93,116,16194.41856
93,76,16316.35569
93,49,16454.75326
93,64,16537.22996
93,25,16670.41687
93,105,16680.1293
93,62,16702.99231
93,8,17288.31261
93,46,17425.49221
93,82,17436.31681
93,28,17663.76876
93,53,17764.02782
93,51,17837.21816
93,65,17874.59565
93,52,17895.5044
93,50,18172.17527
93,118,18494.8996
93,14,18684.79961
93,67,19367.79631
93,24,19655.45609
93,68,20298.48968
93,4,20945.11289
93,26,21558.17313
93,13,22027.04992
93,7,22322.88964
93,63,22404.93939
93,21,22405.82194
93,22,22410.49485
93,29,22908.48705
93,27,24170.63163
94,94,0.0
94,71,2354.453299
94,98,4775.99888
94,92,4883.262799
94,16,4949.661322
94,54,5001.6559
94,15,5013.321025
94,3,6050.699752
94,56,6410.947859
94,18,7709.707217
94,17,7738.984841
94,93,8034.928472
94,70,8092.863869
94,91,8189.077808
94,95,8648.685085
94,100,10232.18013
94,96,10234.44075
94,88,10237.57666
94,19,10257.69714
94,5,10501.80228
94,32,10550.1195
94,101,10557.13029
94,2,11238.81681
94,47,11258.85613
94,110,11564.069
94,99,11859.88875
94,77,11907.76348
94,120,11974.66302
94,102,12065.36028
94,103,12168.3431
94,57,12459.38908
94,125,12859.29112
94,73,13223.59681
94,11,13452.56495
94,33,13568.93733
94,40,13580.74655
94,25,13587.38918
94,74,13925.83149
94,20,14061.46108
94,97,14295.20802
94,121,14310.75291
94,122,14321.41741
94,123,14395.90844
94,58,15035.6118
94,124,15144.82012
94,111,15380.82163
94,43,15427.7844
94,85,15434.41427
94,75,15513.32974
94,12,15599.60806
94,66,15600.85447
94,72,15710.09149
94,89,15776.3501
94,38,15944.5034
94,106,16227.60443
94,9,16300.02339
94,10,16373.29989
94,119,16523.95694
94,104,16586.64318
94,23,17224.71711
94,60,17463.21657
94,90,17537.90982
94,84,17555.8236
94,69,17705.45114
94,109,18419.30417
94,87,18507.09524
94,86,18540.91874
94,107,18633.49821
94,31,18636.69004
94,30,18670.06315
94,34,18895.03273
94,59,18958.86165
94,6,18985.61334
94,78,19017.91132
94,108,19074.12689
94,117,19155.94963
94,80,19279.19153
94,112,19528.65833
94,55,19842.28632
94,36,20392.34001
94,41,20557.25423
94,42,20576.90677
94,83,20815.53645
94,1,20823.52575
94,44,20912.33467
94,48,21021.76399
94,81,21133.42097
94,114,21286.46486
94,61,21329.90159
94,113,21811.91922
94,45,21812.15497
94,115,21816.91457
94,39,21892.73143
94,37,22189.05644
94,35,22208.79139
94,28,22231.57016
94,8,22287.60678
94,62,22340.4553
94,65,22442.39705
94,76,22667.83494
94,49,22806.23251
94,64,22888.70921
94,79,23007.13242
94,105,23031.60855
94,116,23359.96882
94,46,23862.55487
94,53,24115.50707
94,51,24188.69741
94,52,24246.98365
94,82,24505.62659
94,50,24523.65452
94,24,25380.10921
94,67,25680.85077
94,118,26185.03756
94,14,26374.93757
94,26,26837.70716
94,68,27187.45532
94,7,28047.54276
94,63,28129.59251
94,21,28327.8856
94,22,28332.5585
94,4,28635.25086
94,29,28866.75854
94,27,29676.65313
94,13,29717.18789
95,95,0.0
95,70,555.8212159
95,93,867.9160293
95,91,1600.368502
95,96,2627.338483
95,15,3751.422033
95,16,3815.081736
95,98,3962.229685
95,100,4053.860691
95,88,4303.993753
95,101,4378.810846
95,5,4598.10311
95,47,4881.640878
95,99,4916.054863
95,17,5058.707412
95,92,5065.452294
95,40,5547.061388
95,103,5851.374675
95,120,5882.214645
95,102,5972.911903
95,77,5993.004144
95,97,6374.663895
95,2,6701.405235
95,125,6944.53178
95,73,6978.19474
95,57,7030.514553
95,43,7486.497713
95,33,7552.030999
95,74,7601.489253
95,32,7658.795823
95,19,7783.908499
95,18,7823.785914
95,121,8218.807178
95,122,8229.471681
95,123,8303.962705
95,89,8422.891753
95,38,8496.235916
95,94,8648.685085
95,9,8850.32457
95,85,8900.59386
95,10,8923.601071
95,58,9000.768796
95,124,9052.874393
95,12,9165.302999
95,72,9176.271081
95,75,9188.987504
95,20,9254.213765
95,71,9254.698196
95,11,9907.597407
95,119,10017.57418
95,104,10084.32321
95,54,10135.33794
95,106,10135.6587
95,90,10184.45147
95,69,10251.74133
95,84,10699.65883
95,117,11122.26447
95,87,11153.63689
95,111,11406.58747
95,60,11841.32954
95,80,11925.73318
95,3,11946.39282
95,86,12106.61368
95,56,12284.94961
95,23,12309.65579
95,109,12327.35844
95,34,12460.72768
95,107,12541.55248
95,41,12572.65021
95,42,12592.30274
95,78,12806.27311
95,83,12830.93242
95,110,12832.07116
95,59,12866.91592
95,6,12893.66761
95,108,12982.18116
95,36,13036.86898
95,30,13282.22781
95,31,13391.82656
95,55,13469.824
95,66,13568.56286
95,81,13779.96262
95,44,13893.40941
95,114,13933.00651
95,39,14018.5168
95,48,14258.1917
95,45,14414.95561
95,1,14439.2135
95,113,14458.46087
95,115,14463.45622
95,112,14579.20428
95,37,14739.35762
95,61,15288.39012
95,35,15372.28971
95,79,15653.67407
95,76,15904.26265
95,116,15910.27
95,49,16042.66022
95,64,16125.13691
95,105,16268.03625
95,62,16335.6997
95,25,16886.93198
95,8,17003.68977
95,46,17098.98258
95,82,17152.16824
95,53,17351.93477
95,28,17401.22774
95,51,17425.12511
95,52,17483.41136
95,65,17612.05462
95,50,17760.08223
95,118,18210.75103
95,14,18400.65104
95,67,19083.64775
95,24,19288.16348
95,68,20014.34112
95,4,20660.96433
95,26,21207.03559
95,13,21742.90136
95,7,21955.59703
95,21,21993.7289
95,22,21998.40181
95,63,22037.64678
95,29,22624.33848
95,27,23803.33902
96,96,0.0
96,100,2178.561294
96,101,2471.954658
96,70,2599.392233
96,95,2627.338483
96,91,2753.339173
96,47,2857.717299
96,99,2890.989002
96,93,2911.487046
96,103,3827.451096
96,88,3970.02293
96,120,3976.040008
96,102,4066.737266
96,40,4108.703897
96,5,4108.910492
96,97,4668.350981
96,77,4814.552399
96,73,4954.27116
96,15,5333.108585
96,16,5396.768287
96,98,5543.916237
96,74,5577.565674
96,125,5766.080034
96,43,5800.927357
96,33,6154.0026
96,121,6258.071694
96,122,6268.736198
96,123,6343.227222
96,2,6554.875218
96,17,6639.707511
96,92,6647.138845
96,85,6873.41744
96,89,6984.534262
96,38,7057.878425
96,58,7094.594159
96,124,7100.838138
96,72,7149.094661
96,75,7165.063925
96,9,7411.967079
96,10,7485.243579
96,12,7726.945508
96,119,7990.397764
96,104,8057.146792
96,106,8183.622442
96,57,8215.876096
96,90,8746.093974
96,84,8747.712111
96,69,8785.373356
96,32,8863.204723
96,19,9151.537257
96,18,9404.786014
96,117,9509.554067
96,87,9715.279402
96,60,9935.712986
96,20,10052.08303
96,94,10234.44075
96,109,10421.1838
96,80,10487.37569
96,107,10635.37784
96,86,10668.25619
96,78,10779.09669
96,71,10836.38475
96,41,10916.95346
96,42,10936.60599
96,59,10960.74128
96,6,10987.49298
96,34,11022.37018
96,108,11053.99247
96,11,11147.28791
96,83,11175.23567
96,23,11406.82784
96,55,11440.47556
96,36,11571.92315
96,54,11716.33804
96,30,11884.19941
96,31,11993.79816
96,44,12104.22317
96,48,12228.84326
96,81,12341.60512
96,39,12362.82005
96,114,12494.64902
96,111,12646.27798
96,45,12759.25886
96,1,13000.856
96,113,13020.10338
96,115,13025.09873
96,112,13151.72026
96,37,13250.68523
96,61,13382.21548
96,66,13847.2705
96,56,13865.94971
96,76,13874.91421
96,35,13933.93222
96,3,13940.3583
96,49,14013.31178
96,64,14095.78847
96,110,14202.23518
96,79,14215.31658
96,105,14238.68782
96,116,14421.59761
96,62,14429.52506
96,46,15069.63414
96,8,15102.15769
96,53,15322.58634
96,51,15395.77668
96,52,15454.06292
96,82,15713.81075
96,50,15730.73379
96,28,16003.19934
96,65,16214.02622
96,118,16555.05428
96,14,16744.95429
96,24,17381.98884
96,67,17645.29026
96,25,18257.096
96,68,18575.98362
96,4,19005.26758
96,26,19300.86095
96,21,19964.38046
96,22,19969.05337
96,7,20049.42239
96,13,20087.20461
96,63,20131.47214
96,29,21185.98099
96,27,21897.16438
97,97,0.0
97,43,1136.387431
97,40,1385.342535
97,38,2769.275778
97,89,2957.842637
97,99,3081.495133
97,9,3121.454834
97,10,3194.731334
97,85,3337.003094
97,72,3612.680315
97,74,3853.557714
97,69,4165.878729
97,84,4376.097861
97,75,4402.379388
97,90,4417.299489
97,119,4453.983418
97,104,4524.518392
97,96,4668.350981
97,12,4848.151283
97,47,4879.922014
97,117,4890.05944
97,73,5429.387327
97,87,5637.782532
97,103,5772.858987
97,101,5957.584042
97,80,6027.133307
97,123,6153.201505
97,122,6227.692529
97,100,6234.87485
97,121,6238.357032
97,41,6267.121278
97,124,6269.820543
97,42,6286.773812
97,70,6346.717645
97,91,6359.292935
97,95,6374.663895
97,83,6525.403492
97,93,6658.812459
97,106,6669.658018
97,102,6810.308449
97,120,6901.005707
97,36,6952.428519
97,86,7095.987457
97,107,7238.030584
97,78,7246.46829
97,88,7410.374281
97,34,7429.736542
97,108,7521.364073
97,44,7577.562987
97,55,7589.873741
97,39,7729.298878
97,81,7881.31655
97,109,7939.724917
97,114,8033.889781
97,33,8046.368922
97,45,8099.109187
97,5,8103.066716
97,48,8376.528796
97,59,8440.37192
97,6,8467.123618
97,77,8535.360133
97,113,8559.344141
97,115,8564.339489
97,37,8631.190603
97,1,8935.433377
97,125,9368.433532
97,15,9393.875856
97,16,9457.535559
97,35,9473.172981
97,98,9604.683508
97,79,9750.19462
97,116,9802.102981
97,2,9819.401921
97,76,10022.59975
97,58,10111.1729
97,49,10160.99732
97,64,10243.47401
97,61,10273.3225
97,105,10386.37335
97,17,10700.47478
97,92,10707.90612
97,46,10825.49722
97,82,11248.68879
97,53,11470.27187
97,62,11528.68512
97,51,11543.46221
97,52,11601.74846
97,50,11878.41932
97,118,11894.90461
97,60,11929.85939
97,57,11934.77957
97,14,12084.80462
97,32,12127.73143
97,30,12497.98205
97,31,12607.5808
97,112,13058.97293
97,19,13145.69348
97,67,13365.69413
97,18,13465.55329
97,20,13654.43652
97,24,13962.46337
97,68,14110.86166
97,94,14295.20802
97,4,14345.11791
97,11,14772.19404
97,28,14781.25814
97,71,14897.15202
97,23,14988.86151
97,65,15326.86415
97,13,15427.05494
97,54,15777.10531
97,8,15991.80352
97,21,16112.066
97,22,16116.7389
97,111,16271.18411
97,7,16629.89692
97,63,16711.94666
97,66,17107.87454
97,29,17116.99875
97,3,17542.66712
97,26,17598.80319
97,110,17903.67134
97,56,17926.71698
97,27,19018.71513
97,25,22251.25222
98,98,0.0
98,15,382.3538453
98,16,446.0135481
98,92,1362.409445
98,93,3745.714576
98,95,3962.229685
98,70,4002.683791
98,17,4124.831069
98,91,4772.680465
98,94,4775.99888
98,71,5377.942879
98,96,5543.916237
98,18,6184.866675
98,100,6299.601646
98,101,6624.551801
98,5,6643.321593
98,19,6987.937413
98,54,7037.92759
98,88,7221.90049
98,47,7326.277646
98,99,7612.535638
98,32,8027.936193
98,77,8049.282799
98,120,8111.010562
98,2,8192.329659
98,102,8201.70782
98,103,8235.76461
98,57,8600.908392
98,125,9000.810434
98,56,9187.539265
98,40,9272.393744
98,73,9359.944349
98,3,9370.8756
98,97,9604.683508
98,11,9838.411178
98,74,9993.253005
98,110,10398.37106
98,20,10447.30731
98,121,10447.60309
98,122,10458.2676
98,33,10518.94507
98,123,10532.75862
98,43,10737.25988
98,58,11177.13112
98,124,11281.67031
98,85,11500.97601
98,75,11580.75126
98,111,11766.66786
98,72,11776.65323
98,38,12317.12656
98,89,12333.68497
98,106,12364.45461
98,12,12549.61579
98,119,12590.51868
98,104,12653.20492
98,9,12671.21521
98,10,12744.49171
98,84,13474.10851
98,23,13610.56334
98,69,13744.73995
98,60,13849.0628
98,90,13996.16071
98,25,14452.18951
98,117,14468.92066
98,109,14556.15436
98,66,14726.0955
98,107,14770.3484
98,87,15064.43011
98,59,15095.71183
98,6,15122.46353
98,78,15154.7615
98,108,15210.97707
98,86,15490.92648
98,80,15605.99453
98,34,15845.04047
98,41,15866.72972
98,31,15884.64573
98,42,15886.38226
98,30,15918.01883
98,55,15979.13651
98,83,16125.01193
98,36,16531.28974
98,44,16830.61957
98,48,16955.23966
98,112,17031.37207
98,39,17323.4631
98,81,17460.17777
98,61,17517.18603
98,114,17612.751
98,45,17698.71763
98,1,18009.45878
98,113,18138.20536
98,115,18143.20071
98,37,18210.05182
98,62,18564.49561
98,76,18601.31061
98,49,18739.70818
98,8,18790.97108
98,64,18822.18487
98,105,18965.08421
98,35,19052.0342
98,79,19329.05584
98,116,19380.9642
98,28,19734.2839
98,46,19796.03053
98,65,19945.11079
98,53,20048.98273
98,51,20122.17307
98,52,20180.45932
98,50,20457.13018
98,82,20827.55001
98,118,21494.51305
98,24,21516.9594
98,14,21684.41306
98,67,22630.8585
98,26,23304.24773
98,68,23689.72288
98,4,23944.72635
98,7,24184.39295
98,63,24266.44269
98,21,24464.73579
98,22,24469.40869
98,13,25026.66338
98,27,26032.13494
98,29,26112.09344
99,99,0.0
99,47,1882.485728
99,73,2435.879435
99,40,2751.796464
99,103,2775.422701
99,96,2890.989002
99,101,2960.147756
99,74,3059.173948
99,97,3081.495133
99,100,3252.367624
99,121,3746.498824
99,122,3757.163328
99,102,3812.872163
99,123,3831.654352
99,120,3903.569421
99,43,4134.444626
99,85,4416.244566
99,124,4589.265268
99,75,4636.773234
99,72,4691.921788
99,95,4916.054863
99,5,5105.630429
99,70,5235.517976
99,91,5322.294915
99,93,5328.147904
99,119,5505.787235
99,77,5537.923847
99,104,5568.473477
99,106,5672.049572
99,38,5802.131913
99,89,5943.739365
99,9,6156.220567
99,10,6229.497068
99,125,6370.997246
99,88,6391.677796
99,84,6519.05762
99,12,6768.390476
99,58,7113.736612
99,33,7134.71121
99,69,7224.142672
99,15,7389.734936
99,16,7453.394638
99,90,7475.563432
99,98,7612.535638
99,117,7948.323383
99,17,7987.475918
99,109,8152.688974
99,107,8213.564715
99,78,8290.423375
99,108,8565.319158
99,87,8672.548265
99,59,8674.765766
99,6,8701.517464
99,92,8715.758247
99,2,8890.855496
99,57,8937.343282
99,60,8982.898125
99,55,8994.439369
99,80,9085.397249
99,41,9348.291242
99,42,9367.943776
99,83,9606.573456
99,86,9709.70116
99,44,9875.568682
99,48,9984.998006
99,36,10010.69246
99,34,10063.81515
99,19,10148.25719
99,18,10510.11924
99,20,10657.00024
99,45,10775.38898
99,39,10805.03755
99,81,10939.58049
99,114,11092.15372
99,61,11113.72065
99,32,11199.185
99,113,11617.60808
99,115,11622.60343
99,76,11631.06896
99,37,11689.45455
99,30,11724.99784
99,49,11769.46653
99,11,11774.75775
99,31,11834.59659
99,64,11851.94322
99,94,11859.88875
99,1,11959.13086
99,23,11991.42522
99,105,11994.84256
99,62,12161.03023
99,112,12283.4787
99,71,12456.19896
99,35,12531.43692
99,79,12808.45856
99,46,12825.78888
99,116,12860.36692
99,54,13054.80759
99,53,13078.74108
99,51,13151.93142
99,52,13210.21767
99,111,13273.74782
99,50,13486.88853
99,8,13670.77109
99,82,14306.95273
99,110,14906.23505
99,118,14976.07457
99,24,15000.11821
99,14,15165.97458
99,28,15178.85276
99,56,15204.41926
99,65,15389.67965
99,66,16179.32811
99,67,16423.95807
99,3,16505.6691
99,26,17148.98008
99,68,17169.1256
99,4,17426.28787
99,7,17667.55176
99,21,17683.92643
99,22,17688.59933
99,63,17749.6015
99,13,18508.2249
99,25,19253.81594
99,27,19628.66955
99,29,20144.25585
100,100,0.0
100,101,324.9501554
100,47,1497.681909
100,120,1828.353954
100,102,1919.051213
100,5,1965.164408
100,103,2033.754194
100,96,2178.561294
100,77,2639.430723
100,73,3070.190364
100,99,3252.367624
100,125,3590.958358
100,74,3794.960753
100,95,4053.860691
100,121,4164.946487
100,122,4175.610991
100,123,4250.102015
100,93,4428.654326
100,70,4446.199956
100,91,4601.738384
100,17,4844.557301
100,58,4946.908105
100,124,4999.013703
100,75,5382.459004
100,85,5695.003384
100,40,5902.585086
100,88,5957.997062
100,72,5970.680606
100,16,6018.553531
100,57,6072.130012
100,15,6075.100151
100,106,6081.798006
100,97,6234.87485
100,98,6299.601646
100,104,6652.435988
100,119,6779.259396
100,43,6918.51783
100,19,7007.791173
100,18,7369.653216
100,92,7436.643912
100,60,7787.468853
100,20,7876.961351
100,33,8172.319552
100,109,8273.49775
100,107,8487.691791
100,2,8548.229329
100,84,8793.92021
100,59,8813.055225
100,6,8839.806923
100,78,8872.104896
100,108,8928.320467
100,38,8947.317898
100,11,8994.718865
100,89,9002.851214
100,23,9231.706161
100,9,9301.406552
100,10,9374.683052
100,55,9696.479898
100,12,9745.26246
100,54,9911.888969
100,71,9974.941548
100,94,10232.18013
100,69,10374.93129
100,111,10493.70893
100,90,10626.35205
100,32,10856.55883
100,117,11099.112
100,61,11234.52943
100,48,11362.21154
100,87,11733.59635
100,110,12058.4891
100,56,12061.50064
100,44,12150.43127
100,80,12236.18587
100,62,12281.83901
100,41,12286.45736
100,42,12306.10989
100,83,12544.73957
100,86,12686.57314
100,8,12949.82908
100,76,13008.28249
100,34,13040.68714
100,45,13050.25157
100,49,13146.68006
100,36,13161.48108
100,64,13231.6176
100,105,13372.0561
100,39,13827.39359
100,30,13902.51636
100,31,14012.11511
100,81,14090.36911
100,46,14205.46326
100,114,14242.94234
100,53,14455.95462
100,51,14529.14496
100,52,14587.4312
100,113,14768.3967
100,115,14773.39205
100,37,14840.24317
100,50,14864.10207
100,1,15019.17296
100,112,15170.03721
100,3,15227.13026
100,24,15234.30279
100,35,15682.22554
100,66,15856.41924
100,79,15959.24718
100,116,16011.15555
100,25,16113.34992
100,118,16906.36743
100,14,17122.24124
100,26,17153.1749
100,82,17457.74135
100,7,17901.73634
100,63,17983.78609
100,28,18021.51629
100,21,18182.07918
100,22,18186.75208
100,65,18232.34318
100,4,19273.19487
100,67,19574.74669
100,27,19749.47833
100,13,20311.0637
100,68,20319.91423
100,29,23204.29795
101,101,0.0
101,100,324.9501554
101,47,1196.448144
101,103,1708.804039
101,120,1971.240894
101,102,2061.938152
101,5,2145.482674
101,96,2471.954658
101,77,2819.748989
101,73,2850.424514
101,99,2960.147756
101,74,3473.719028
101,125,3771.276624
101,121,4154.225049
101,122,4164.889552
101,123,4239.380576
101,95,4378.810846
101,93,4753.604481
101,70,4771.150111
101,91,4926.688539
101,124,4996.991492
101,17,5027.328162
101,75,5061.217279
101,58,5089.795045
101,85,5380.433613
101,40,5645.330529
101,72,5656.110834
101,97,5957.584042
101,106,6079.775796
101,57,6252.448278
101,88,6278.659875
101,104,6331.194263
101,16,6343.503687
101,15,6400.050306
101,119,6458.017671
101,43,6603.948059
101,98,6624.551801
101,19,7188.109438
101,18,7549.971482
101,92,7761.594068
101,60,7930.913872
101,20,8057.279617
101,109,8304.953039
101,33,8465.712916
101,84,8479.350438
101,107,8519.14708
101,38,8698.694367
101,78,8812.550954
101,89,8841.135401
101,59,8844.510514
101,2,8866.585533
101,6,8871.262211
101,108,8959.775756
101,9,9052.783021
101,10,9126.059521
101,11,9175.03713
101,23,9412.024427
101,55,9611.208792
101,12,9651.426337
101,54,10094.65983
101,69,10108.2017
101,71,10157.71241
101,90,10359.62246
101,94,10557.13029
101,111,10674.0272
101,117,10832.38241
101,48,11047.64177
101,32,11174.91504
101,61,11265.98471
101,87,11569.11072
101,44,11835.8615
101,80,11969.45628
101,41,11971.88758
101,42,11991.54012
101,83,12230.1698
101,110,12238.80736
101,56,12244.2715
101,62,12313.2943
101,86,12592.73702
101,76,12693.71272
101,45,12735.6818
101,49,12832.11029
101,36,12894.75149
101,64,12917.04783
101,34,12946.85101
101,105,13057.48632
101,8,13097.35857
101,39,13512.82382
101,81,13823.63952
101,46,13890.89349
101,114,13976.21275
101,53,14141.38484
101,30,14178.7858
101,51,14214.57518
101,52,14272.86143
101,31,14288.38455
101,113,14501.66711
101,115,14506.66246
101,50,14549.5323
101,37,14573.51357
101,1,14856.5269
101,112,15107.22536
101,24,15265.75808
101,35,15415.49595
101,3,15552.08041
101,79,15692.51759
101,116,15744.42595
101,66,16158.98082
101,25,16293.66818
101,118,16591.79765
101,14,16807.67147
101,82,17191.01176
101,26,17257.76656
101,7,17933.19163
101,28,18010.99201
101,63,18015.24138
101,21,18213.53447
101,22,18218.20737
101,65,18221.8189
101,4,18958.6251
101,67,19308.0171
101,27,19780.93362
101,13,19996.49393
101,68,20053.18463
101,29,23041.65189
102,102,0.0
102,120,90.69725802
102,103,1062.400267
102,73,1520.076854
102,5,1585.302585
102,77,1725.051684
102,100,1919.051213
102,101,2061.938152
102,47,2104.529605
102,121,2268.489727
102,122,2279.15423
102,123,2353.645254
102,125,2558.125083
102,74,3089.256081
102,124,3102.556942
102,58,3577.946212
102,99,3812.872163
102,75,3950.948821
102,96,4066.737266
102,106,4185.341245
102,17,5036.167877
102,57,5124.471119
102,104,5695.230173
102,119,5822.05358
102,95,5972.911903
102,85,6208.700946
102,72,6250.054173
102,93,6340.204515
102,70,6365.251168
102,109,6377.04099
102,40,6498.054936
102,91,6520.789596
102,19,6550.497985
102,107,6591.235031
102,60,6606.434434
102,97,6810.308449
102,20,6844.128076
102,59,6916.598465
102,6,6943.350162
102,78,6975.648135
102,108,7031.863707
102,18,7034.733068
102,43,7456.672466
102,55,7800.023138
102,88,7873.442483
102,16,7919.605363
102,11,7961.88559
102,15,7977.206325
102,23,8198.872886
102,98,8201.70782
102,84,9332.074845
102,61,9338.072666
102,92,9338.750086
102,33,9392.209871
102,111,9460.875657
102,38,9551.418774
102,89,9693.859808
102,54,9891.640212
102,9,9905.507428
102,10,9978.783928
102,62,10385.38225
102,2,10461.36814
102,48,10464.56255
102,12,10561.17107
102,69,10960.92611
102,110,11093.36289
102,90,11212.34686
102,71,11378.51969
102,8,11609.05971
102,117,11685.10682
102,49,11789.12485
102,56,12041.25189
102,94,12065.36028
102,87,12421.83513
102,44,12688.58591
102,76,12760.81646
102,32,12769.69765
102,80,12822.18068
102,41,12824.61199
102,42,12844.26453
102,83,13082.8942
102,105,13135.28075
102,24,13337.84603
102,52,13441.51501
102,51,13499.80126
102,86,13502.48176
102,45,13588.40621
102,50,13617.14423
102,64,13627.33104
102,36,13747.47589
102,34,13856.59575
102,53,14046.37767
102,39,14365.54822
102,81,14676.36393
102,46,14743.6179
102,114,14828.93716
102,30,15095.73537
102,31,15205.33412
102,26,15322.18732
102,113,15354.39152
102,115,15359.38687
102,37,15426.23798
102,25,15546.55035
102,1,15709.25131
102,7,16005.27958
102,112,16016.9701
102,63,16087.32933
102,35,16268.22036
102,21,16285.62242
102,22,16290.29532
102,79,16545.242
102,116,16597.15036
102,3,17129.23643
102,118,17444.52206
102,14,17660.39588
102,66,17753.76343
102,27,17853.02157
102,82,18043.73616
102,28,18920.73675
102,65,19131.56364
102,4,19811.34951
102,67,20160.7415
102,13,20849.21833
102,68,20905.90904
102,29,23894.37629
103,103,0.0
103,47,1050.306085
103,102,1062.400267
103,120,1153.097525
103,73,1235.194598
103,101,1708.804039
103,100,2033.754194
103,74,2077.662159
103,5,2479.567385
103,121,2489.641611
103,122,2500.306114
103,123,2574.797138
103,99,2775.422701
103,77,2787.451951
103,124,3326.845989
103,125,3620.52535
103,75,3665.160411
103,96,3827.451096
103,58,4369.46196
103,106,4409.630292
103,104,4935.137395
103,119,5061.960802
103,85,5195.708558
103,40,5460.605475
103,72,5471.38578
103,97,5772.858987
103,95,5851.374675
103,17,5930.432677
103,57,6186.871386
103,70,6243.71394
103,93,6263.467716
103,91,6399.252368
103,43,6419.223004
103,109,6604.325747
103,107,6818.519788
103,60,6841.386384
103,59,7143.883222
103,6,7170.63492
103,78,7196.800019
103,108,7259.148464
103,19,7567.135824
103,88,7634.880842
103,20,7906.528343
103,18,7928.997868
103,16,7954.716495
103,15,8011.263115
103,55,8021.175022
103,98,8235.76461
103,84,8294.625384
103,33,8337.986351
103,38,8513.969312
103,89,8656.410347
103,9,8868.057966
103,10,8941.334466
103,11,9024.285856
103,23,9247.150572
103,92,9372.806876
103,12,9506.947554
103,61,9565.357423
103,48,9704.46977
103,69,9923.476643
103,2,10094.13064
103,90,10174.8974
103,111,10523.27592
103,62,10612.667
103,117,10647.65735
103,54,10785.90501
103,87,11384.38566
103,44,11651.13645
103,71,11777.43996
103,80,11784.73122
103,41,11787.16253
103,42,11806.81506
103,8,11844.01166
103,49,12010.27674
103,83,12045.44474
103,110,12155.76316
103,94,12168.3431
103,76,12277.00551
103,32,12402.46014
103,86,12448.25824
103,45,12550.95674
103,105,12631.77064
103,36,12710.02643
103,64,12732.32278
103,34,12802.37223
103,56,12935.51669
103,39,13328.09876
103,24,13565.13079
103,81,13638.91446
103,52,13662.6669
103,46,13706.16844
103,53,13717.30887
103,51,13720.95314
103,114,13791.4877
103,50,13838.29612
103,30,14041.51185
103,31,14151.1106
103,113,14316.94206
103,115,14321.9374
103,37,14388.78852
103,1,14671.80184
103,112,14962.74658
103,35,15230.7709
103,79,15507.79253
103,26,15557.13927
103,116,15559.7009
103,7,16232.56434
103,63,16314.61408
103,118,16407.0726
103,21,16512.90718
103,22,16517.58008
103,25,16608.95062
103,14,16622.94642
103,82,17006.2867
103,3,17163.29322
103,66,17382.60325
103,28,17866.51323
103,65,18077.34012
103,27,18080.30633
103,4,18773.90005
103,67,19123.29204
103,13,19811.76887
103,68,19868.45958
103,29,22856.92683
104,104,0.0
104,119,126.8234074
104,72,1178.712252
104,85,1198.725086
104,75,1744.281352
104,78,2831.76083
104,74,2857.475236
104,108,3106.656612
104,107,3133.163564
104,55,3535.776823
104,43,3741.146592
104,123,4034.689158
104,84,4066.109232
104,122,4109.180181
104,124,4114.662616
104,121,4119.844685
104,73,4470.887608
104,106,4484.402592
104,97,4524.518392
104,103,4935.137395
104,48,5025.09467
104,38,5240.933033
104,9,5401.341135
104,10,5474.617636
104,99,5568.473477
104,40,5589.706199
104,109,5627.901687
